,unixtimestamp,close_time,datetime,close_datetime,open,close,low,high,volume
39,1738092600000,1738093499999,2025-01-28 19:30:00,2025-01-28 19:44:59.999,102237.12,102396.38,102043.53,102397.8,107.5948
40,1738093500000,1738094399999,2025-01-28 19:45:00,2025-01-28 19:59:59.999,102396.39,102424.24,102396.39,102660.0,135.92696
41,1738094400000,1738095299999,2025-01-28 20:00:00,2025-01-28 20:14:59.999,102424.24,102391.99,102302.11,102538.0,115.80904
42,1738095300000,1738096199999,2025-01-28 20:15:00,2025-01-28 20:29:59.999,102391.99,101972.09,101955.49,102392.0,180.05268
43,1738096200000,1738097099999,2025-01-28 20:30:00,2025-01-28 20:44:59.999,101972.1,101964.45,101896.4,102150.23,125.21981
44,1738097100000,1738097999999,2025-01-28 20:45:00,2025-01-28 20:59:59.999,101964.45,101264.48,101197.04,101966.96,544.05064
45,1738098000000,1738098899999,2025-01-28 21:00:00,2025-01-28 21:14:59.999,101264.02,101293.02,101090.71,101476.02,319.55171
46,1738098900000,1738099799999,2025-01-28 21:15:00,2025-01-28 21:29:59.999,101293.03,101470.95,101228.27,101547.22,159.00561
47,1738099800000,1738100699999,2025-01-28 21:30:00,2025-01-28 21:44:59.999,101470.94,100761.99,100598.22,101496.66,434.30864
48,1738100700000,1738101599999,2025-01-28 21:45:00,2025-01-28 21:59:59.999,100761.98,100334.01,100272.68,100918.38,461.83586
49,1738101600000,1738102499999,2025-01-28 22:00:00,2025-01-28 22:14:59.999,100334.0,100877.47,100274.96,100877.47,280.63227
50,1738102500000,1738103399999,2025-01-28 22:15:00,2025-01-28 22:29:59.999,100877.47,100735.81,100570.36,101119.54,290.44491
51,1738103400000,1738104299999,2025-01-28 22:30:00,2025-01-28 22:44:59.999,100735.8,101053.24,100568.01,101100.09,129.32379
52,1738104300000,1738105199999,2025-01-28 22:45:00,2025-01-28 22:59:59.999,101053.25,101265.63,100923.07,101404.0,155.77815
53,1738105200000,1738106099999,2025-01-28 23:00:00,2025-01-28 23:14:59.999,101265.63,101229.54,101000.0,101424.07,178.0017
54,1738106100000,1738106999999,2025-01-28 23:15:00,2025-01-28 23:29:59.999,101229.55,100953.78,100908.51,101284.62,153.02538
55,1738107000000,1738107899999,2025-01-28 23:30:00,2025-01-28 23:44:59.999,100953.78,101171.62,100750.0,101186.05,191.33994
56,1738107900000,1738108799999,2025-01-28 23:45:00,2025-01-28 23:59:59.999,101171.62,101335.52,101161.76,101450.0,124.87652
57,1738108800000,1738109699999,2025-01-29 00:00:00,2025-01-29 00:14:59.999,101335.52,101534.89,101328.01,101587.49,146.27438
58,1738109700000,1738110599999,2025-01-29 00:15:00,2025-01-29 00:29:59.999,101534.88,101478.01,101430.23,101682.58,154.88314
59,1738110600000,1738111499999,2025-01-29 00:30:00,2025-01-29 00:44:59.999,101478.01,101768.81,101396.0,101768.81,105.95483
60,1738111500000,1738112399999,2025-01-29 00:45:00,2025-01-29 00:59:59.999,101768.98,101702.59,101645.75,101819.67,96.47473
61,1738112400000,1738113299999,2025-01-29 01:00:00,2025-01-29 01:14:59.999,101702.6,101762.49,101702.6,101993.68,111.97503
62,1738113300000,1738114199999,2025-01-29 01:15:00,2025-01-29 01:29:59.999,101762.49,101677.15,101616.39,101848.84,91.47455
63,1738114200000,1738115099999,2025-01-29 01:30:00,2025-01-29 01:44:59.999,101677.14,101717.99,101461.12,101733.04,139.24088
64,1738115100000,1738115999999,2025-01-29 01:45:00,2025-01-29 01:59:59.999,101717.99,101845.02,101692.46,101884.0,122.86919
65,1738116000000,1738116899999,2025-01-29 02:00:00,2025-01-29 02:14:59.999,101845.02,102034.43,101845.01,102319.69,196.68707
66,1738116900000,1738117799999,2025-01-29 02:15:00,2025-01-29 02:29:59.999,102034.43,101848.55,101787.92,102034.43,92.34371
67,1738117800000,1738118699999,2025-01-29 02:30:00,2025-01-29 02:44:59.999,101848.55,101800.03,101769.23,101978.32,36.31912
68,1738118700000,1738119599999,2025-01-29 02:45:00,2025-01-29 02:59:59.999,101800.03,101795.4,101696.01,101811.5,40.44744
69,1738119600000,1738120499999,2025-01-29 03:00:00,2025-01-29 03:14:59.999,101795.41,101885.01,101764.24,102089.8,93.02792
70,1738120500000,1738121399999,2025-01-29 03:15:00,2025-01-29 03:29:59.999,101885.02,102002.18,101797.45,102008.84,73.33708
71,1738121400000,1738122299999,2025-01-29 03:30:00,2025-01-29 03:44:59.999,102002.19,102004.01,101881.03,102136.1,83.93375
72,1738122300000,1738123199999,2025-01-29 03:45:00,2025-01-29 03:59:59.999,102004.01,102038.2,101920.36,102162.8,111.14054
73,1738123200000,1738124099999,2025-01-29 04:00:00,2025-01-29 04:14:59.999,102038.21,102071.15,101955.51,102130.63,82.08346
74,1738124100000,1738124999999,2025-01-29 04:15:00,2025-01-29 04:29:59.999,102071.15,102133.33,102028.52,102146.45,73.80356
75,1738125000000,1738125899999,2025-01-29 04:30:00,2025-01-29 04:44:59.999,102133.33,102012.23,101992.63,102190.0,107.58028
76,1738125900000,1738126799999,2025-01-29 04:45:00,2025-01-29 04:59:59.999,102012.23,102001.06,101976.19,102074.12,60.04418
77,1738126800000,1738127699999,2025-01-29 05:00:00,2025-01-29 05:14:59.999,102001.06,102203.8,101980.27,102384.61,192.31248
78,1738127700000,1738128599999,2025-01-29 05:15:00,2025-01-29 05:29:59.999,102203.8,102171.99,102134.62,102256.0,59.68547
79,1738128600000,1738129499999,2025-01-29 05:30:00,2025-01-29 05:44:59.999,102172.0,102204.61,102140.87,102308.68,110.88815
80,1738129500000,1738130399999,2025-01-29 05:45:00,2025-01-29 05:59:59.999,102204.61,102262.0,102133.9,102284.78,51.83824
81,1738130400000,1738131299999,2025-01-29 06:00:00,2025-01-29 06:14:59.999,102262.0,102426.23,102237.05,102426.24,169.53776
82,1738131300000,1738132199999,2025-01-29 06:15:00,2025-01-29 06:29:59.999,102426.23,102523.08,102365.1,102600.0,117.46787
83,1738132200000,1738133099999,2025-01-29 06:30:00,2025-01-29 06:44:59.999,102523.09,102647.24,102523.08,102853.53,176.38252
84,1738133100000,1738133999999,2025-01-29 06:45:00,2025-01-29 06:59:59.999,102647.25,102801.64,102556.0,102801.64,109.08797
85,1738134000000,1738134899999,2025-01-29 07:00:00,2025-01-29 07:14:59.999,102801.64,102539.99,102449.97,102815.66,149.09763
86,1738134900000,1738135799999,2025-01-29 07:15:00,2025-01-29 07:29:59.999,102539.99,102531.52,102484.62,102613.0,70.52739
87,1738135800000,1738136699999,2025-01-29 07:30:00,2025-01-29 07:44:59.999,102531.52,102605.87,102486.85,102605.89,98.2656
88,1738136700000,1738137599999,2025-01-29 07:45:00,2025-01-29 07:59:59.999,102605.88,102755.82,102577.16,102755.82,135.60387
89,1738137600000,1738138499999,2025-01-29 08:00:00,2025-01-29 08:14:59.999,102755.81,102767.99,102736.17,103000.0,232.52059
90,1738138500000,1738139399999,2025-01-29 08:15:00,2025-01-29 08:29:59.999,102768.0,102895.36,102680.0,102906.0,93.80745
91,1738139400000,1738140299999,2025-01-29 08:30:00,2025-01-29 08:44:59.999,102895.36,102815.99,102741.02,102976.0,121.8671
92,1738140300000,1738141199999,2025-01-29 08:45:00,2025-01-29 08:59:59.999,102815.99,102732.03,102712.0,102871.42,79.47923
93,1738141200000,1738142099999,2025-01-29 09:00:00,2025-01-29 09:14:59.999,102732.03,102639.98,102522.97,102770.0,163.21149
94,1738142100000,1738142999999,2025-01-29 09:15:00,2025-01-29 09:29:59.999,102639.98,102350.0,102346.67,102650.0,318.47791
95,1738143000000,1738143899999,2025-01-29 09:30:00,2025-01-29 09:44:59.999,102350.0,102546.79,102350.0,102546.8,92.63036
96,1738143900000,1738144799999,2025-01-29 09:45:00,2025-01-29 09:59:59.999,102546.8,102334.4,102303.68,102555.09,61.8316
97,1738144800000,1738145699999,2025-01-29 10:00:00,2025-01-29 10:14:59.999,102334.41,102410.37,102180.65,102499.99,113.39461
98,1738145700000,1738146599999,2025-01-29 10:15:00,2025-01-29 10:29:59.999,102410.38,102552.95,102380.0,102700.0,109.31703
99,1738146600000,1738147499999,2025-01-29 10:30:00,2025-01-29 10:44:59.999,102552.95,102511.63,102511.63,102726.77,49.43493
100,1738147500000,1738148399999,2025-01-29 10:45:00,2025-01-29 10:59:59.999,102511.64,102547.01,102484.62,102581.4,108.37803
101,1738148400000,1738149299999,2025-01-29 11:00:00,2025-01-29 11:14:59.999,102547.01,102512.0,102425.87,102598.17,207.04351
102,1738149300000,1738150199999,2025-01-29 11:15:00,2025-01-29 11:29:59.999,102511.99,102619.99,102486.0,102620.0,119.69477
103,1738150200000,1738151099999,2025-01-29 11:30:00,2025-01-29 11:44:59.999,102620.0,102727.53,102558.28,102809.52,122.40187
104,1738151100000,1738151999999,2025-01-29 11:45:00,2025-01-29 11:59:59.999,102727.53,102646.0,102539.88,102746.5,216.2233
105,1738152000000,1738152899999,2025-01-29 12:00:00,2025-01-29 12:14:59.999,102646.0,102775.67,102555.39,102775.68,291.0757
106,1738152900000,1738153799999,2025-01-29 12:15:00,2025-01-29 12:29:59.999,102775.67,102420.0,102384.0,102842.04,186.56281
107,1738153800000,1738154699999,2025-01-29 12:30:00,2025-01-29 12:44:59.999,102419.99,102355.25,102241.39,102544.0,181.4152
108,1738154700000,1738155599999,2025-01-29 12:45:00,2025-01-29 12:59:59.999,102355.26,102229.85,102220.13,102430.26,129.6102
109,1738155600000,1738156499999,2025-01-29 13:00:00,2025-01-29 13:14:59.999,102229.85,102174.01,101873.36,102330.81,972.63797
110,1738156500000,1738157399999,2025-01-29 13:15:00,2025-01-29 13:29:59.999,102174.0,101896.01,101818.25,102174.0,396.53366
111,1738157400000,1738158299999,2025-01-29 13:30:00,2025-01-29 13:44:59.999,101896.01,101983.74,101769.78,102112.5,202.6605
112,1738158300000,1738159199999,2025-01-29 13:45:00,2025-01-29 13:59:59.999,101983.75,101836.23,101699.59,102060.0,181.39923
113,1738159200000,1738160099999,2025-01-29 14:00:00,2025-01-29 14:14:59.999,101836.23,102040.0,101751.53,102050.0,151.22915
114,1738160100000,1738160999999,2025-01-29 14:15:00,2025-01-29 14:29:59.999,102040.0,102166.65,101942.38,102186.58,137.84109
115,1738161000000,1738161899999,2025-01-29 14:30:00,2025-01-29 14:44:59.999,102166.64,102122.33,101742.0,102380.0,430.30602
116,1738161900000,1738162799999,2025-01-29 14:45:00,2025-01-29 14:59:59.999,102122.33,102029.93,101582.37,102124.0,315.42982
117,1738162800000,1738163699999,2025-01-29 15:00:00,2025-01-29 15:14:59.999,102029.94,102274.0,101953.52,102531.64,318.79828
118,1738163700000,1738164599999,2025-01-29 15:15:00,2025-01-29 15:29:59.999,102274.01,101990.0,101867.31,102359.04,179.6088
119,1738164600000,1738165499999,2025-01-29 15:30:00,2025-01-29 15:44:59.999,101990.0,101846.11,101833.81,102100.0,179.30848
120,1738165500000,1738166399999,2025-01-29 15:45:00,2025-01-29 15:59:59.999,101846.11,101980.78,101798.01,102112.5,128.24585
121,1738166400000,1738167299999,2025-01-29 16:00:00,2025-01-29 16:14:59.999,101980.78,101886.03,101780.61,102122.86,146.80464
122,1738167300000,1738168199999,2025-01-29 16:15:00,2025-01-29 16:29:59.999,101886.03,101877.99,101675.62,102023.26,204.44551
123,1738168200000,1738169099999,2025-01-29 16:30:00,2025-01-29 16:44:59.999,101877.99,102050.0,101814.18,102108.0,157.30253
124,1738169100000,1738169999999,2025-01-29 16:45:00,2025-01-29 16:59:59.999,102049.99,102092.01,101949.02,102150.0,121.59444
125,1738170000000,1738170899999,2025-01-29 17:00:00,2025-01-29 17:14:59.999,102092.0,102294.0,101995.37,102307.68,133.2333
126,1738170900000,1738171799999,2025-01-29 17:15:00,2025-01-29 17:29:59.999,102294.0,102409.1,102260.84,102444.0,157.27785
127,1738171800000,1738172699999,2025-01-29 17:30:00,2025-01-29 17:44:59.999,102409.1,102600.0,102409.1,102777.78,389.76986
128,1738172700000,1738173599999,2025-01-29 17:45:00,2025-01-29 17:59:59.999,102600.0,102406.98,102359.37,102660.84,132.0717
129,1738173600000,1738174499999,2025-01-29 18:00:00,2025-01-29 18:14:59.999,102406.97,102306.61,102008.0,102496.3,282.90499
130,1738174500000,1738175399999,2025-01-29 18:15:00,2025-01-29 18:29:59.999,102306.61,102581.4,102164.33,102590.59,114.10168
131,1738175400000,1738176299999,2025-01-29 18:30:00,2025-01-29 18:44:59.999,102581.4,102754.76,102581.39,102843.13,238.11091
132,1738176300000,1738177199999,2025-01-29 18:45:00,2025-01-29 18:59:59.999,102754.76,102854.15,102748.46,103000.0,306.82576
133,1738177200000,1738178099999,2025-01-29 19:00:00,2025-01-29 19:14:59.999,102854.14,102048.0,101650.75,102896.92,1187.50704
134,1738178100000,1738178999999,2025-01-29 19:15:00,2025-01-29 19:29:59.999,102048.01,101547.87,101400.01,102048.99,557.28036
135,1738179000000,1738179899999,2025-01-29 19:30:00,2025-01-29 19:44:59.999,101547.86,103448.29,101474.11,103999.0,2115.77321
136,1738179900000,1738180799999,2025-01-29 19:45:00,2025-01-29 19:59:59.999,103448.45,103583.99,103173.6,103916.0,1014.91402
137,1738180800000,1738181699999,2025-01-29 20:00:00,2025-01-29 20:14:59.999,103584.0,103443.44,102868.0,103769.0,788.86741
138,1738181700000,1738182599999,2025-01-29 20:15:00,2025-01-29 20:29:59.999,103443.44,104364.59,103022.0,104689.17,1134.58717
139,1738182600000,1738183499999,2025-01-29 20:30:00,2025-01-29 20:44:59.999,104365.99,104273.26,103945.75,104782.68,627.67146
140,1738183500000,1738184399999,2025-01-29 20:45:00,2025-01-29 20:59:59.999,104273.26,104193.93,104016.84,104484.7,407.112
141,1738184400000,1738185299999,2025-01-29 21:00:00,2025-01-29 21:14:59.999,104193.92,104216.79,103743.45,104371.97,708.36183
142,1738185300000,1738186199999,2025-01-29 21:15:00,2025-01-29 21:29:59.999,104216.78,104111.0,103940.41,104374.68,368.17693
143,1738186200000,1738187099999,2025-01-29 21:30:00,2025-01-29 21:44:59.999,104111.0,103899.39,103889.0,104393.93,245.28297
144,1738187100000,1738187999999,2025-01-29 21:45:00,2025-01-29 21:59:59.999,103899.39,103741.11,103715.5,104087.42,192.14492
145,1738188000000,1738188899999,2025-01-29 22:00:00,2025-01-29 22:14:59.999,103741.11,103523.79,103414.03,103831.56,212.32992
146,1738188900000,1738189799999,2025-01-29 22:15:00,2025-01-29 22:29:59.999,103523.79,103771.28,103405.77,103771.29,132.41727
147,1738189800000,1738190699999,2025-01-29 22:30:00,2025-01-29 22:44:59.999,103771.29,103485.44,103459.25,104010.94,306.90171
148,1738190700000,1738191599999,2025-01-29 22:45:00,2025-01-29 22:59:59.999,103485.45,103492.06,103440.0,103676.0,64.16674
149,1738191600000,1738192499999,2025-01-29 23:00:00,2025-01-29 23:14:59.999,103492.07,104121.98,103460.0,104121.98,265.82305
150,1738192500000,1738193399999,2025-01-29 23:15:00,2025-01-29 23:29:59.999,104121.97,104194.64,103959.76,104344.64,161.56994
151,1738193400000,1738194299999,2025-01-29 23:30:00,2025-01-29 23:44:59.999,104194.65,103823.56,103807.04,104205.0,115.33249
152,1738194300000,1738195199999,2025-01-29 23:45:00,2025-01-29 23:59:59.999,103823.56,103733.24,103646.47,103944.0,111.72808
153,1738195200000,1738196099999,2025-01-30 00:00:00,2025-01-30 00:14:59.999,103733.25,103576.45,103518.51,103818.69,278.19054
154,1738196100000,1738196999999,2025-01-30 00:15:00,2025-01-30 00:29:59.999,103576.45,103546.0,103486.0,103715.59,106.91338
155,1738197000000,1738197899999,2025-01-30 00:30:00,2025-01-30 00:44:59.999,103546.0,103638.3,103278.54,103789.39,230.79062
156,1738197900000,1738198799999,2025-01-30 00:45:00,2025-01-30 00:59:59.999,103638.31,104026.04,103616.7,104123.36,181.62472
157,1738198800000,1738199699999,2025-01-30 01:00:00,2025-01-30 01:14:59.999,104026.05,104162.15,103925.0,104162.15,105.51152
158,1738199700000,1738200599999,2025-01-30 01:15:00,2025-01-30 01:29:59.999,104162.14,104372.22,104136.01,104499.0,229.42631
159,1738200600000,1738201499999,2025-01-30 01:30:00,2025-01-30 01:44:59.999,104372.23,104336.0,104148.79,104555.0,329.26541
160,1738201500000,1738202399999,2025-01-30 01:45:00,2025-01-30 01:59:59.999,104335.99,104264.15,104180.58,104363.93,109.56021
161,1738202400000,1738203299999,2025-01-30 02:00:00,2025-01-30 02:14:59.999,104264.15,104122.0,103994.46,104279.49,129.14057
162,1738203300000,1738204199999,2025-01-30 02:15:00,2025-01-30 02:29:59.999,104122.0,104360.13,104048.16,104360.13,157.72229
163,1738204200000,1738205099999,2025-01-30 02:30:00,2025-01-30 02:44:59.999,104360.13,104393.81,104300.0,104595.34,297.8486
164,1738205100000,1738205999999,2025-01-30 02:45:00,2025-01-30 02:59:59.999,104393.81,104663.19,104325.92,104668.35,239.05357
165,1738206000000,1738206899999,2025-01-30 03:00:00,2025-01-30 03:14:59.999,104663.19,104724.11,104493.16,104748.0,201.1009
166,1738206900000,1738207799999,2025-01-30 03:15:00,2025-01-30 03:29:59.999,104724.1,104683.55,104550.38,104724.11,167.76461
167,1738207800000,1738208699999,2025-01-30 03:30:00,2025-01-30 03:44:59.999,104683.56,104904.81,104676.0,104944.45,261.76131
168,1738208700000,1738209599999,2025-01-30 03:45:00,2025-01-30 03:59:59.999,104904.81,105196.0,104877.71,105300.0,851.22861
169,1738209600000,1738210499999,2025-01-30 04:00:00,2025-01-30 04:14:59.999,105196.0,104972.01,104897.86,105288.63,214.7505
170,1738210500000,1738211399999,2025-01-30 04:15:00,2025-01-30 04:29:59.999,104972.0,105069.61,104900.57,105162.78,148.89649
171,1738211400000,1738212299999,2025-01-30 04:30:00,2025-01-30 04:44:59.999,105069.62,105182.34,104842.37,105182.35,157.80808
172,1738212300000,1738213199999,2025-01-30 04:45:00,2025-01-30 04:59:59.999,105182.34,105478.0,105094.33,105595.81,337.37805
173,1738213200000,1738214099999,2025-01-30 05:00:00,2025-01-30 05:14:59.999,105478.0,105373.94,105210.5,105520.0,266.39101
174,1738214100000,1738214999999,2025-01-30 05:15:00,2025-01-30 05:29:59.999,105373.93,105304.76,105236.0,105480.16,116.41349
175,1738215000000,1738215899999,2025-01-30 05:30:00,2025-01-30 05:44:59.999,105304.76,105188.03,105118.06,105364.0,122.39377
176,1738215900000,1738216799999,2025-01-30 05:45:00,2025-01-30 05:59:59.999,105188.02,105375.7,104996.97,105375.71,300.70193
177,1738216800000,1738217699999,2025-01-30 06:00:00,2025-01-30 06:14:59.999,105375.7,105506.02,105346.12,105580.16,245.1262
178,1738217700000,1738218599999,2025-01-30 06:15:00,2025-01-30 06:29:59.999,105506.01,105212.76,105208.01,105506.01,92.45157
179,1738218600000,1738219499999,2025-01-30 06:30:00,2025-01-30 06:44:59.999,105212.76,105181.77,105163.44,105297.59,108.39371
180,1738219500000,1738220399999,2025-01-30 06:45:00,2025-01-30 06:59:59.999,105181.77,105184.37,105164.76,105245.28,106.53499
181,1738220400000,1738221299999,2025-01-30 07:00:00,2025-01-30 07:14:59.999,105184.38,104895.71,104831.98,105348.0,230.49006
182,1738221300000,1738222199999,2025-01-30 07:15:00,2025-01-30 07:29:59.999,104895.72,105007.97,104895.72,105071.8,100.64721
183,1738222200000,1738223099999,2025-01-30 07:30:00,2025-01-30 07:44:59.999,105007.96,104913.46,104799.66,105007.97,133.22
184,1738223100000,1738223999999,2025-01-30 07:45:00,2025-01-30 07:59:59.999,104913.46,105132.07,104873.31,105160.95,113.48788
185,1738224000000,1738224899999,2025-01-30 08:00:00,2025-01-30 08:14:59.999,105132.07,105011.08,105004.84,105368.84,213.62875
186,1738224900000,1738225799999,2025-01-30 08:15:00,2025-01-30 08:29:59.999,105011.07,105167.01,104925.26,105243.17,89.39997
187,1738225800000,1738226699999,2025-01-30 08:30:00,2025-01-30 08:44:59.999,105167.01,105120.0,105014.9,105194.95,75.00874
188,1738226700000,1738227599999,2025-01-30 08:45:00,2025-01-30 08:59:59.999,105120.01,105060.01,105060.0,105291.14,94.1007
189,1738227600000,1738228499999,2025-01-30 09:00:00,2025-01-30 09:14:59.999,105060.01,105187.55,105021.36,105218.0,106.43489
190,1738228500000,1738229399999,2025-01-30 09:15:00,2025-01-30 09:29:59.999,105187.55,105293.94,105162.49,105293.95,97.99571
191,1738229400000,1738230299999,2025-01-30 09:30:00,2025-01-30 09:44:59.999,105293.95,105436.07,105278.05,105499.99,151.77316
192,1738230300000,1738231199999,2025-01-30 09:45:00,2025-01-30 09:59:59.999,105436.07,105412.05,105373.17,105534.0,144.97213
193,1738231200000,1738232099999,2025-01-30 10:00:00,2025-01-30 10:14:59.999,105412.05,105213.94,105117.63,105412.06,168.09649
194,1738232100000,1738232999999,2025-01-30 10:15:00,2025-01-30 10:29:59.999,105213.93,105258.02,105132.07,105261.36,85.83923
195,1738233000000,1738233899999,2025-01-30 10:30:00,2025-01-30 10:44:59.999,105258.01,105226.12,105186.55,105317.65,48.19504
196,1738233900000,1738234799999,2025-01-30 10:45:00,2025-01-30 10:59:59.999,105226.12,105345.4,105200.0,105364.0,61.15985
197,1738234800000,1738235699999,2025-01-30 11:00:00,2025-01-30 11:14:59.999,105345.41,105136.92,105078.01,105345.41,105.84935
198,1738235700000,1738236599999,2025-01-30 11:15:00,2025-01-30 11:29:59.999,105136.92,105123.99,105080.88,105236.61,66.24839
199,1738236600000,1738237499999,2025-01-30 11:30:00,2025-01-30 11:44:59.999,105123.99,105264.01,105109.65,105349.0,60.71271
200,1738237500000,1738238399999,2025-01-30 11:45:00,2025-01-30 11:59:59.999,105264.01,105300.63,105207.54,105392.0,120.80072
201,1738238400000,1738239299999,2025-01-30 12:00:00,2025-01-30 12:14:59.999,105300.63,105112.01,105112.0,105312.93,97.10953
202,1738239300000,1738240199999,2025-01-30 12:15:00,2025-01-30 12:29:59.999,105112.0,105036.08,105000.0,105142.62,119.10374
203,1738240200000,1738241099999,2025-01-30 12:30:00,2025-01-30 12:44:59.999,105036.09,104894.9,104880.0,105110.37,129.51711
204,1738241100000,1738241999999,2025-01-30 12:45:00,2025-01-30 12:59:59.999,104894.91,105020.0,104836.85,105083.97,94.35418
205,1738242000000,1738242899999,2025-01-30 13:00:00,2025-01-30 13:14:59.999,105020.01,105074.38,104929.72,105128.55,96.21418
206,1738242900000,1738243799999,2025-01-30 13:15:00,2025-01-30 13:29:59.999,105074.39,105259.15,105074.39,105367.57,235.6012
207,1738243800000,1738244699999,2025-01-30 13:30:00,2025-01-30 13:44:59.999,105259.14,105043.05,104915.4,105337.43,255.87522
208,1738244700000,1738245599999,2025-01-30 13:45:00,2025-01-30 13:59:59.999,105043.04,104879.99,104836.58,105043.13,218.38002
209,1738245600000,1738246499999,2025-01-30 14:00:00,2025-01-30 14:14:59.999,104879.99,104836.0,104660.0,105044.4,310.46567
210,1738246500000,1738247399999,2025-01-30 14:15:00,2025-01-30 14:29:59.999,104836.0,104909.42,104733.33,104982.98,192.33444
211,1738247400000,1738248299999,2025-01-30 14:30:00,2025-01-30 14:44:59.999,104909.42,105157.77,104768.48,105241.0,316.17834
212,1738248300000,1738249199999,2025-01-30 14:45:00,2025-01-30 14:59:59.999,105157.15,105920.57,105148.26,106222.08,1393.159
213,1738249200000,1738250099999,2025-01-30 15:00:00,2025-01-30 15:14:59.999,105920.57,106236.47,105751.01,106457.44,858.98898
214,1738250100000,1738250999999,2025-01-30 15:15:00,2025-01-30 15:29:59.999,106236.47,105498.3,105353.85,106236.48,569.32602
215,1738251000000,1738251899999,2025-01-30 15:30:00,2025-01-30 15:44:59.999,105498.3,105828.81,105450.0,105989.0,296.04672
