datetime|unixtime|sig_bl|signal|position|total_profit|shares|position_size|capital
2025-01-20 06:25:00+00:00|1737354300.0|1|0|NONE|1.4321246835210104|0.0004875175696761634|0.0|51.47289334028517
2025-01-20 06:30:00+00:00|1737354600.0|1|0|NONE|1.5152807077299144|0.0004875175696761634|0.0|51.47289334028517
2025-01-20 06:35:00+00:00|1737354900.0|1|0|NONE|1.7714635731327064|0.0004875175696761634|0.0|51.47289334028517
2025-01-20 06:40:00+00:00|1737355200.0|1|0|NONE|2.251420811747863|0.0004875175696761634|0.0|51.47289334028517
2025-01-20 06:45:00+00:00|1737355500.0|1|0|NONE|3.2249629285430643|0.0004875175696761634|0.0|51.47289334028517
2025-01-20 06:50:00+00:00|1737355800.0|1|0|NONE|3.759781128670852|0.0004875175696761634|0.0|51.47289334028517
2025-01-20 06:55:00+00:00|1737356100.0|1|0|NONE|3.7139163898111747|0.0004875175696761634|0.0|51.47289334028517
2025-01-20 07:00:00+00:00|1737356400.0|1|0|NONE|4.407288253283099|0.0004875175696761634|0.0|51.47289334028517
2025-01-20 07:05:00+00:00|1737356700.0|1|0|NONE|4.518510816327492|0.0004875175696761634|0.0|51.47289334028517
2025-01-20 07:10:00+00:00|1737357000.0|1|0|NONE|4.533315353775393|0.0004875175696761634|0.0|51.47289334028517
2025-01-20 07:15:00+00:00|1737357300.0|1|0|NONE|4.207581251342461|0.0004875175696761634|0.0|51.47289334028517
2025-01-20 07:20:00+00:00|1737357600.0|0|-1|SHORT|4.058621781420328|0.0|52.58572844113515|104.05862178142033
2025-01-20 07:25:00+00:00|1737357900.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 07:30:00+00:00|1737358200.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 07:35:00+00:00|1737358500.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 07:40:00+00:00|1737358800.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 07:45:00+00:00|1737359100.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 07:50:00+00:00|1737359400.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 07:55:00+00:00|1737359700.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 08:00:00+00:00|1737360000.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 08:05:00+00:00|1737360300.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 08:10:00+00:00|1737360600.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 08:15:00+00:00|1737360900.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 08:20:00+00:00|1737361200.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 08:25:00+00:00|1737361500.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 08:30:00+00:00|1737361800.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 08:35:00+00:00|1737362100.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 08:40:00+00:00|1737362400.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 08:45:00+00:00|1737362700.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 08:50:00+00:00|1737363000.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 08:55:00+00:00|1737363300.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 09:00:00+00:00|1737363600.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 09:05:00+00:00|1737363900.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 09:10:00+00:00|1737364200.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 09:15:00+00:00|1737364500.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 09:20:00+00:00|1737364800.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 09:25:00+00:00|1737365100.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 09:30:00+00:00|1737365400.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 09:35:00+00:00|1737365700.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 09:40:00+00:00|1737366000.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 09:45:00+00:00|1737366300.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 09:50:00+00:00|1737366600.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 09:55:00+00:00|1737366900.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 10:00:00+00:00|1737367200.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
